game_id,台灣開賽時間,台灣日期,客隊,主隊,客隊縮寫,主隊縮寫,away_score,home_score,completed,status,espn_spread,espn_total,espn_odds_details,live_status,series_info
401810890,2026-03-23 08:00,2026-03-23,Minnesota Timberwolves,Boston Celtics,MIN,BOS,102,92,True,Final,,,,,
401810891,2026-03-23 09:00,2026-03-23,Toronto Raptors,Phoenix Suns,TOR,PHX,98,120,True,Final,,,,,
401873342,2026-05-22 08:00,2026-05-22,Cleveland Cavaliers,New York Knicks,CLE,NY,93,109,True,Final,,,,🔴 FINAL,East Finals - Game 2
401873199,2026-05-23 08:30,2026-05-23,Oklahoma City Thunder,San Antonio Spurs,OKC,SA,123,108,True,Final,,,,🔴 FINAL,West Finals - Game 3
401873343,2026-05-24 08:00,2026-05-24,New York Knicks,Cleveland Cavaliers,NY,CLE,121,108,True,Final,,,,🔴 FINAL,East Finals - Game 3
401873200,2026-05-25 08:00,2026-05-25,Oklahoma City Thunder,San Antonio Spurs,OKC,SA,82,103,True,Final,,,,🔴 FINAL,West Finals - Game 4
401873344,2026-05-26 08:00,2026-05-26,New York Knicks,Cleveland Cavaliers,NY,CLE,130,93,True,Final,,,,🔴 FINAL,East Finals - Game 4
401873202,2026-05-29 08:30,2026-05-29,Oklahoma City Thunder,San Antonio Spurs,OKC,SA,0,0,False,Scheduled,-3.5,219.5,SA -3.5,⏳ Scheduled,West Finals - Game 6
401873201,2026-05-27 08:30,2026-05-27,San Antonio Spurs,Oklahoma City Thunder,SA,OKC,114,127,True,Final,,,,🔴 FINAL,West Finals - Game 5
401873202,2026-05-29 08:30,2026-05-29,Oklahoma City Thunder,San Antonio Spurs,OKC,SA,0,0,False,Scheduled,-3.5,219.5,SA -3.5,⏳ Scheduled,West Finals - Game 6
