game_id,台灣開賽時間,預測目標日期,客隊,主隊,客隊縮寫,主隊縮寫,home_spread,away_spread,total,home_spread_api,total_api,espn_spread,espn_total,snapshot_time,snapshot_date
401859966,2026-06-11 08:30,2026-06-11,San Antonio Spurs,New York Knicks,SA,NY,-2.5,2.5,216.5,,,-2.5,216.5,2026-06-10 20:45:34,2026-06-10
401859967,2026-06-14 08:30,2026-06-14,New York Knicks,San Antonio Spurs,NY,SA,-5.5,5.5,216.5,,,-5.5,216.5,2026-06-13 06:57:59,2026-06-13
401859967,2026-06-14 08:30,2026-06-14,New York Knicks,San Antonio Spurs,NY,SA,-5.5,5.5,216.5,,,-5.5,216.5,2026-06-13 09:38:17,2026-06-13
401859967,2026-06-14 08:30,2026-06-14,New York Knicks,San Antonio Spurs,NY,SA,-5.5,5.5,216.5,,,-5.5,216.5,2026-06-13 13:06:08,2026-06-13
401859967,2026-06-14 08:30,2026-06-14,New York Knicks,San Antonio Spurs,NY,SA,-5.5,5.5,216.5,,,-5.5,216.5,2026-06-13 17:41:31,2026-06-13
401859967,2026-06-14 08:30,2026-06-14,New York Knicks,San Antonio Spurs,NY,SA,-5.5,5.5,216.5,,,-5.5,216.5,2026-06-13 22:37:43,2026-06-13
